ActorName,Name,Type,Flag To Unlock,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
Cave_Hebra_0040,North Biron Snowshelf Cave,Cave,IsVisitLocation.Cave_Hebra_0040 && IsVisitLocationArea_CaveEntrance.331854384806019930,-3960,3245,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0041,East Biron Snowshelf Cave,Cave,IsVisitLocation.Cave_Hebra_0041 && IsVisitLocationArea_CaveEntrance.2414130203331476311,-3555,3088,274,-3989,3063,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0041,East Biron Snowshelf Cave,Cave,IsVisitLocation.Cave_Hebra_0041 && IsVisitLocationArea_CaveEntrance.16911046087036530198,-3555,3088,274,-3989,3063,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0001,Rauru Hillside Cave,Cave,IsVisitLocation.Cave_HyruleForest_0001 && IsVisitLocationArea_CaveEntrance.3626583673838507069,676,1390,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0006,Pico Pond Cave,Cave,IsVisitLocation.Cave_HyruleForest_0006 && IsVisitLocationArea_CaveEntrance.17919446484334912137,1247,1232,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0007,Yiga Clan Maritta Branch,Cave,IsVisitLocation.Cave_HyruleForest_0007 && IsVisitLocationArea_CaveEntrance.17492986739704260639,-644,2040,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0008,Deplian Badlands Cave,Cave,IsVisitLocation.Cave_HyruleForest_0008 && IsVisitLocationArea_CaveEntrance.15069346870719132772,307,3579,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0000,North Hyrule Plain Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0000 && IsVisitLocationArea_CaveEntrance.7031213641441648501,-1234,770,78,-1188,645,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0000,North Hyrule Plain Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0000 && IsVisitLocationArea_CaveEntrance.13526831088096570570,-1234,770,78,-1188,645,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0002,Tamio River Downstream Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0002 && IsVisitLocationArea_CaveEntrance.7396388418196389866,-2922,-804,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0003,Lindor's Brow Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0003 && IsVisitLocationArea_CaveEntrance.7109308500424591297,-1735,1166,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0005,Satori Mountain Foothill Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0005 && IsVisitLocationArea_CaveEntrance.16086200349282513170,-2199,-808,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0006,Thundra Plateau Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0006 && IsVisitLocationArea_CaveEntrance.7161951218916542562,-2268,899,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0007,Tanagar Canyon East Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0007 && IsVisitLocationArea_CaveEntrance.9727847847192093009,-2049,1632,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0008,Satori Mountain Cave,Cave,IsVisitLocation.Cave_HyruleRidge_0008 && IsVisitLocationArea_CaveEntrance.1001017030533157593,-2151,-361,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0006,Crenel Peak Cave,Cave,IsVisitLocation.Cave_Lanayru_0006 && IsVisitLocationArea_CaveEntrance.2995591950375801309,1145,247,58,1350,296,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0006,Crenel Peak Cave,Cave,IsVisitLocation.Cave_Lanayru_0006 && IsVisitLocationArea_CaveEntrance.18330400566032353940,1145,247,58,1350,296,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0008,Luto's Channel,Cave,IsVisitLocation.Cave_Lanayru_0008 && IsVisitLocationArea_CaveEntrance.364284787858635830,3094,-51,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0014,Oren Bridge Cave,Cave,IsVisitLocation.Cave_Lanayru_0014 && IsVisitLocationArea_CaveEntrance.12971684091903964185,2910,-66,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0019,Tabahl Woods Cave,Cave,IsVisitLocation.Cave_Lanayru_0019 && IsVisitLocationArea_CaveEntrance.121149631314393175,2675,287,90,2606,227,76,2680,218,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0019,Tabahl Woods Cave,Cave,IsVisitLocation.Cave_Lanayru_0019 && IsVisitLocationArea_CaveEntrance.4222074271666944644,2675,287,90,2606,227,76,2680,218,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0019,Tabahl Woods Cave,Cave,IsVisitLocation.Cave_Lanayru_0019 && IsVisitLocationArea_CaveEntrance.11770869278850880411,2675,287,90,2606,227,76,2680,218,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0024,Boné Pond East Cave,Cave,IsVisitLocation.Cave_Lanayru_0024 && IsVisitLocationArea_CaveEntrance.2181612675989647998,2185,142,38,2254,14,17,2215,100,72,2261,108,111,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0024,Boné Pond East Cave,Cave,IsVisitLocation.Cave_Lanayru_0024 && IsVisitLocationArea_CaveEntrance.2568930561223619483,2185,142,38,2254,14,17,2215,100,72,2261,108,111,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0024,Boné Pond East Cave,Cave,IsVisitLocation.Cave_Lanayru_0024 && IsVisitLocationArea_CaveEntrance.6920893920509135660,2185,142,38,2254,14,17,2215,100,72,2261,108,111,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0024,Boné Pond East Cave,Cave,IsVisitLocation.Cave_Lanayru_0024 && IsVisitLocationArea_CaveEntrance.9861517874279084103,2185,142,38,2254,14,17,2215,100,72,2261,108,111,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0032,Upland Zorana Mountainside Cave,Cave,IsVisitLocation.Cave_Lanayru_0032 && IsVisitLocationArea_CaveEntrance.6101576164770829020,2570,518,165,2634,526,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0032,Upland Zorana Mountainside Cave,Cave,IsVisitLocation.Cave_Lanayru_0032 && IsVisitLocationArea_CaveEntrance.11067701219318302721,2570,518,165,2634,526,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0033,Upland Zorana Byroad,Cave,IsVisitLocation.Cave_Lanayru_0033 && IsVisitLocationArea_CaveEntrance.1267684059742163273,2864,346,228,2700,480,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0033,Upland Zorana Byroad,Cave,IsVisitLocation.Cave_Lanayru_0033 && IsVisitLocationArea_CaveEntrance.8479679440708631302,2864,346,228,2700,480,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0035,Horon Lagoon Cave,Cave,IsVisitLocation.Cave_Lanayru_0035 && IsVisitLocationArea_CaveEntrance.11416496034161895623,4244,-256,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0036,Tarm Point Cave,Cave,IsVisitLocation.Cave_Lanayru_0036 && IsVisitLocationArea_CaveEntrance.18173532972070437383,4473,-827,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0048,Ralis Channel,Cave,IsVisitLocation.Cave_Lanayru_0048 && IsVisitLocationArea_CaveEntrance.6400766332894249911,2959,254,203,2912,170,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0048,Ralis Channel,Cave,IsVisitLocation.Cave_Lanayru_0048 && IsVisitLocationArea_CaveEntrance.17915364811553875307,2959,254,203,2912,170,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0049,Upland Zorana Summit Cave,Cave,IsVisitLocation.Cave_Lanayru_0049 && IsVisitLocationArea_CaveEntrance.7674390140845792498,2851,478,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0052,Crenel Hills Cave,Cave,IsVisitLocation.Cave_Lanayru_0052 && IsVisitLocationArea_CaveEntrance.8187778331917385311,494,731,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0053,Rebonae Bridge Cave,Cave,IsVisitLocation.Cave_Lanayru_0053 && IsVisitLocationArea_CaveEntrance.16226687335351902745,846,31,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0055,Reservoir Lakefront Cavern,Cave,IsVisitLocation.Cave_Lanayru_0055 && IsVisitLocationArea_CaveEntrance.8431162680466675195,3810,420,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0057,Ploymus Mountain Cave,Cave,IsVisitLocation.Cave_Lanayru_0057 && IsVisitLocationArea_CaveEntrance.1879125739105223517,3661,539,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0060,Upland Zorana Foothill Cave,Cave,IsVisitLocation.Cave_Lanayru_0060 && IsVisitLocationArea_CaveEntrance.11232051547730571904,3147,668,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0061,Cave Under Zora's Domain,Cave,IsVisitLocation.Cave_Lanayru_0061 && IsVisitLocationArea_CaveEntrance.16836248457949403705,3241,374,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0002,Lanayru Road South Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0002 && IsVisitLocationArea_CaveEntrance.5030128869675891494,2698,-1315,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0006,Mapla Point Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0006 && IsVisitLocationArea_CaveEntrance.4833086368491217811,4585,-2246,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0008,Oakle's Navel Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0008 && IsVisitLocationArea_CaveEntrance.12154058839145194445,2504,-2107,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0010,Lanayru Road East Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0010 && IsVisitLocationArea_CaveEntrance.7159625979791517502,3074,-1138,92,3476,-968,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0010,Lanayru Road East Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0010 && IsVisitLocationArea_CaveEntrance.7666999484368155152,3074,-1138,92,3476,-968,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0014,Robred Dropoff Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0014 && IsVisitLocationArea_CaveEntrance.7764210204243066165,2493,-1478,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0016,Walnot Mountain Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0016 && IsVisitLocationArea_CaveEntrance.306314842763820419,4226,-1739,181,3934,-2069,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0016,Walnot Mountain Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0016 && IsVisitLocationArea_CaveEntrance.2241190132839882887,4226,-1739,181,3934,-2069,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0022,Deepback Bay Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0022 && IsVisitLocationArea_CaveEntrance.14931006272035364254,4213,-2263,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0024,Cape Cales Cliffbase Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0024 && IsVisitLocationArea_CaveEntrance.3729378174235672710,3650,-3211,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0025,Retsam Forest Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0025 && IsVisitLocationArea_CaveEntrance.6248504940692771516,3757,-2067,215,3749,-2027,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0025,Retsam Forest Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0025 && IsVisitLocationArea_CaveEntrance.11652366925193288374,3757,-2067,215,3749,-2027,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_LanayruMountain_0026,Fort Hateno Cave,Cave,IsVisitLocation.Cave_LanayruMountain_0026 && IsVisitLocationArea_CaveEntrance.6874178767484973104,2243,-1690,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Tabantha_0001,Gisa Crater Cave,Cave,IsVisitLocation.Cave_Tabantha_0001 && IsVisitLocationArea_CaveEntrance.12943662571339111896,-3866,1012,73,-3931,1091,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Tabantha_0001,Gisa Crater Cave,Cave,IsVisitLocation.Cave_Tabantha_0001 && IsVisitLocationArea_CaveEntrance.13346964772528420448,-3866,1012,73,-3931,1091,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Tabantha_0002,Ancient Columns Cave,Cave,IsVisitLocation.Cave_Tabantha_0002 && IsVisitLocationArea_CaveEntrance.8952894420645753579,-3465,449,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Tabantha_0003,Tanagar Canyon West Cave,Cave,IsVisitLocation.Cave_Tabantha_0003 && IsVisitLocationArea_CaveEntrance.14339936005749917162,-3308,790,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0043B,Komo Shoreline Cave,Cave,IsVisitLocation.Well_0043B && IsVisitLocationArea_CaveEntrance.11637077966753549118,487,-3831,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zora_Imperial_Palace,Pristine Sanctum,Cave,IsVisitLocation.Zora_Imperial_Palace && IsVisitLocationArea_CaveEntrance.61885230894290162,3708,609,344,3622,583,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zora_Imperial_Palace,Pristine Sanctum,Cave,IsVisitLocation.Zora_Imperial_Palace && IsVisitLocationArea_CaveEntrance.16374285261465503098,3708,609,344,3622,583,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZoraZonauTerminal,Ancient Zora Waterworks,Cave,IsVisitLocation.ZoraZonauTerminal && IsVisitLocationArea_CaveEntrance.741356389245422926,3607,122,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0043,East Gerudo Chasm,Cave,IsVisitLocation.Cave_GerudoDesert_0043 && IsVisitLocationArea_CaveEntrance.12690494979007497354,-2491,-3068,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0004,Hyrule Ridge Chasm,Cave,IsVisitLocation.Cave_HyruleRidge_0004 && IsVisitLocationArea_CaveEntrance.10595346751399989600,-2644,1126,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0050,Lanayru Wetlands Chasm,Cave,IsVisitLocation.Cave_Lanayru_0050 && IsVisitLocationArea_CaveEntrance.12292698567036544880,1727,162,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Lanayru_0063,Chasm Under Zora's Domain,Cave,IsVisitLocation.Cave_Lanayru_0063 && IsVisitLocationArea_CaveEntrance.15007569538535704822,3272,442,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_AkkareSkull,Skull Lake Chasm,Cave,IsVisitLocation.DeepHole_AkkareSkull && IsVisitLocationArea_CaveEntrance.3260756095246822508,3247,3442,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_B-6_AssasisnBoss,Yiga Clan Hideout Chasm,Cave,IsVisitLocation.DeepHole_B-6_AssasisnBoss && IsVisitLocationArea_CaveEntrance.4644498897174716641,-3430,-1333,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_B-6_Tower,Birida Lookout Chasm,Cave,IsVisitLocation.DeepHole_B-6_Tower && IsVisitLocationArea_CaveEntrance.5549059218061366633,-3686,-1860,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Chikurun,Tingel Island Chasm,Cave,IsVisitLocation.DeepHole_Chikurun && IsVisitLocationArea_CaveEntrance.9628499964670546231,4708,1308,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Cokiri,Deku Tree Chasm,Cave,IsVisitLocation.DeepHole_Cokiri && IsVisitLocationArea_CaveEntrance.9713548750532017250,418,2193,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_DeathMountain,Death Mountain Chasm,Cave,IsVisitLocation.DeepHole_DeathMountain && IsVisitLocationArea_CaveEntrance.18175304942163261028,2535,2603,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Firone,Tobio's Hollow Chasm,Cave,IsVisitLocation.DeepHole_Firone && IsVisitLocationArea_CaveEntrance.5901788378855460870,1305,-2397,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_FirstLandEast,Great Plateau East Chasm,Cave,IsVisitLocation.DeepHole_FirstLandEast && IsVisitLocationArea_CaveEntrance.15905392722740304,-453,-1993,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_FirstLandNorth,Great Plateau North Chasm,Cave,IsVisitLocation.DeepHole_FirstLandNorth && IsVisitLocationArea_CaveEntrance.1435983989598451303,-665,-1510,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_FirstLandSouth,Great Plateau South Chasm,Cave,IsVisitLocation.DeepHole_FirstLandSouth && IsVisitLocationArea_CaveEntrance.5328634591570328090,-933,-2318,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_FirstLandWest,Great Plateau West Chasm,Cave,IsVisitLocation.DeepHole_FirstLandWest && IsVisitLocationArea_CaveEntrance.12664920886408899240,-1432,-1993,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_GerudoMaze,South Lomei Chasm,Cave,IsVisitLocation.DeepHole_GerudoMaze && IsVisitLocationArea_CaveEntrance.397255910733783029,-1795,-3462,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_GerudoSummit,Gerudo Summit Chasm,Cave,IsVisitLocation.DeepHole_GerudoSummit && IsVisitLocationArea_CaveEntrance.6383879160737498330,-4203,-638,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Higakkare,East Akkala Plains Chasm,Cave,IsVisitLocation.DeepHole_Higakkare && IsVisitLocationArea_CaveEntrance.10687953805007878473,4030,2181,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_HimeidaMt,Meda Mountain Chasm,Cave,IsVisitLocation.DeepHole_HimeidaMt && IsVisitLocationArea_CaveEntrance.8270027616370949329,2514,-2381,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_HyruleCastle,Hyrule Castle Chasm,Cave,IsVisitLocation.DeepHole_HyruleCastle && IsVisitLocationArea_CaveEntrance.18137312076250302730,-254,1012,-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_HyruleCastleEast,Hyrule Castle Moat East Chasm,Cave,IsVisitLocation.DeepHole_HyruleCastleEast && IsVisitLocationArea_CaveEntrance.12644792830451791701,170,882,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_HyruleCastleWest,Hyrule Castle Moat West Chasm,Cave,IsVisitLocation.DeepHole_HyruleCastleWest && IsVisitLocationArea_CaveEntrance.3643485269032630633,-923,667,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_HyruleLake,Lake Hylia Chasm,Cave,IsVisitLocation.DeepHole_HyruleLake && IsVisitLocationArea_CaveEntrance.13929777954014421303,-332,-2598,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_HyrulePlains,Hyrule Field Chasm,Cave,IsVisitLocation.DeepHole_HyrulePlains && IsVisitLocationArea_CaveEntrance.12420116610575098418,-255,-300,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_ImeruMt,Elma Knolls Chasm,Cave,IsVisitLocation.DeepHole_ImeruMt && IsVisitLocationArea_CaveEntrance.12232431606697414475,-457,1722,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Kakariko_EastHill,East Hill Chasm,Cave,IsVisitLocation.DeepHole_Kakariko_EastHill && IsVisitLocationArea_CaveEntrance.5810770272691429369,1974,-846,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_KiyanbaTrees,Minshi Woods Chasm,Cave,IsVisitLocation.DeepHole_KiyanbaTrees && IsVisitLocationArea_CaveEntrance.4789371614404322252,1059,1668,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_LomeiIsland,Lomei Labyrinth Chasm,Cave,IsVisitLocation.DeepHole_LomeiIsland && IsVisitLocationArea_CaveEntrance.1595756749757738282,4655,3697,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Minakkare,South Akkala Plains Chasm,Cave,IsVisitLocation.DeepHole_Minakkare && IsVisitLocationArea_CaveEntrance.4734326941896126368,3297,1287,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_RirimukuMt,Drenan Highlands Chasm,Cave,IsVisitLocation.DeepHole_RirimukuMt && IsVisitLocationArea_CaveEntrance.2258222317531786547,-71,2984,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Rito,Rito Village Chasm,Cave,IsVisitLocation.DeepHole_Rito && IsVisitLocationArea_CaveEntrance.17183754997239633264,-3573,1802,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_Saihateno,Eventide Island Chasm,Cave,IsVisitLocation.DeepHole_Saihateno && IsVisitLocationArea_CaveEntrance.11336577741930217675,4507,-3459,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_SanaePlateau,Hills of Baumer Chasm,Cave,IsVisitLocation.DeepHole_SanaePlateau && IsVisitLocationArea_CaveEntrance.11031454923833399536,222,-2119,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_TabantaMaze,North Lomei Chasm,Cave,IsVisitLocation.DeepHole_TabantaMaze && IsVisitLocationArea_CaveEntrance.16896066116062008519,-814,3535,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_YuaSnow,Naydra Snowfield Chasm,Cave,IsVisitLocation.DeepHole_YuaSnow && IsVisitLocationArea_CaveEntrance.7545616274530289895,3605,-1344,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeepHole_ZifForest,Forest of Time Chasm,Cave,IsVisitLocation.DeepHole_ZifForest && IsVisitLocationArea_CaveEntrance.14174745585506950773,-128,-1658,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0001,Dronoc's Pass Well,Well,IsVisitLocation.Well_0001 && IsVisitLocationArea_CaveEntrance.13194262444821253016,-3832,2105,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0002,Tabantha Village Ruins Well,Well,IsVisitLocation.Well_0002 && IsVisitLocationArea_CaveEntrance.17178703360531207997,-2359,1872,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0003,Maritta Exchange Ruins Well,Well,IsVisitLocation.Well_0003 && IsVisitLocationArea_CaveEntrance.7062249617308613387,-1811,1623,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0004,Rowan Plain Well,Well,IsVisitLocation.Well_0004 && IsVisitLocationArea_CaveEntrance.11933224307091230694,-1069,2326,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0005,Irch Plain Well,Well,IsVisitLocation.Well_0005 && IsVisitLocationArea_CaveEntrance.17490979021949379359,-911,1616,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0006,Elma Knolls Well,Well,IsVisitLocation.Well_0006 && IsVisitLocationArea_CaveEntrance.3812226219033581199,-671,1352,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0007,Carok Bridge Well,Well,IsVisitLocation.Well_0007 && IsVisitLocationArea_CaveEntrance.11200109829905050648,-1040,415,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0008,Mount Gustaf Well,Well,IsVisitLocation.Well_0008 && IsVisitLocationArea_CaveEntrance.9877532556918825502,-913,331,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0009,Mount Daphnes Well,Well,IsVisitLocation.Well_0009 && IsVisitLocationArea_CaveEntrance.17331489093918561059,-1314,-623,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0010,Aquame Lake Well,Well,IsVisitLocation.Well_0010 && IsVisitLocationArea_CaveEntrance.5433239543305108333,-879,-1102,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0011,Outskirt Stable Well,Well,IsVisitLocation.Well_0011 && IsVisitLocationArea_CaveEntrance.18374843825268348839,-1461,-1297,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0012,Outskirt Hill Well,Well,IsVisitLocation.Well_0012 && IsVisitLocationArea_CaveEntrance.5573801400564842698,-1681,-1349,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0013,Mount Nabooru Well,Well,IsVisitLocation.Well_0013 && IsVisitLocationArea_CaveEntrance.8464135276822714214,-1720,-2238,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0014,Rauru Settlement Ruins Well,Well,IsVisitLocation.Well_0014 && IsVisitLocationArea_CaveEntrance.8343852468912327656,662,1267,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0015,Hyrule Castle Town Ruins Well,Well,IsVisitLocation.Well_0015 && IsVisitLocationArea_CaveEntrance.6244318697190485736,63,548,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0016,Mabe Village Ruins Well,Well,IsVisitLocation.Well_0016 && IsVisitLocationArea_CaveEntrance.14008184576550557030,-68,-163,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well_0017,Rebonae Bridge Well,Well,IsVisitLocation.Well_0017 && IsVisitLocationArea_CaveEntrance.2682661287366618580,787,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
